months_as_customer,age,policy_number,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,fraud_reported,loss_ratio,profitability,vehicle_age,age_group,Parked Car,Single Vehicle Collision,Vehicle Theft,Rear Collision,Side Collision,Fire,Other,Police,Minor Damage,Total Loss,Trivial Damage,250/500,500/1000,incident_year,incident_month,incident_day,policy_bind_year,policy_bind_month,policy_bind_day
116,34,616337,2,500,1737.66,0,470577,0,0,13,5,4,0,-24100,6,4,520,1,1,0,1,1,0,97080,16180,16180,64720,2,37,1,4.655686382836688,-76228.08,24,1,0,1,0,0,1,0,0,1,0,0,0,1,0,2015,1,1,2012,8,30
81,25,524230,2,500,920.3,5000000,461958,1,2,12,10,3,51000,-67900,6,2,971,11,3,0,1,0,0,73920,13440,6720,53760,6,10,1,6.693469520808433,-62876.4,22,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,2,21,2014,2,23
136,32,686522,2,500,1169.62,0,458143,1,3,11,19,1,0,0,4,0,787,6,1,1,0,0,0,55000,10000,10000,35000,12,9,1,3.9186516418437902,-40964.56,17,1,0,1,0,0,1,0,0,1,0,0,0,0,0,2015,2,4,2000,12,27
286,43,663190,1,500,1564.43,3000000,477644,1,4,9,12,4,77500,-32800,1,4,418,18,1,0,2,2,1,34290,3810,3810,26670,7,17,0,1.826543853032734,-15516.84,12,2,0,1,0,1,0,1,0,0,1,0,0,0,0,2015,1,31,1994,2,5
243,41,621756,2,1000,1129.23,0,470190,1,1,4,4,3,17300,-60400,6,2,342,1,1,0,1,0,1,50300,10060,5030,35210,11,21,1,3.711968922776287,-36749.24,26,2,0,1,0,0,0,1,0,0,0,0,0,0,0,2015,2,23,1997,4,21
271,44,247801,0,500,1340.71,0,600153,1,2,12,0,2,0,0,4,5,963,16,1,0,2,2,0,76230,6930,13860,55440,13,28,1,4.738161123583772,-60141.479999999996,28,2,0,1,0,1,0,0,1,0,1,0,0,1,0,2015,2,14,2008,3,18
11,39,623648,1,2000,1470.06,0,431683,0,6,7,19,0,56600,-45800,6,5,370,22,1,1,0,1,0,65790,7310,7310,51170,10,2,0,3.7294396147096034,-48149.28,18,2,0,1,0,0,0,0,0,0,0,1,0,1,0,2015,1,7,1993,5,19
78,31,414519,2,1000,1554.64,4000000,457535,0,6,10,2,3,0,-27900,6,6,50,21,1,0,1,0,0,55660,5060,10120,40480,6,8,1,2.9835417417108356,-37004.32,16,1,0,1,0,0,0,0,1,0,0,0,0,1,0,2015,2,3,1999,1,25
214,40,118236,0,1000,1648.0,0,608405,0,3,13,0,1,57700,-43500,6,4,632,17,1,0,1,0,1,44220,8040,4020,32160,0,23,0,2.2360436893203883,-24444.0,25,2,0,1,0,1,0,0,1,0,0,1,0,0,0,2015,2,4,2000,8,15
166,34,405533,0,1000,1083.72,0,617774,1,2,6,0,5,65600,-68200,1,1,278,18,1,0,0,2,1,53680,4880,4880,43920,6,8,0,4.127757477331168,-40675.36,20,1,0,1,0,0,1,0,1,0,0,1,0,0,0,2015,2,9,2014,10,3
246,44,996850,0,1000,1397.0,0,614521,0,2,6,15,1,0,0,1,0,755,6,1,0,1,0,0,61740,6860,6860,48020,0,23,0,3.682891911238368,-44976.0,28,2,0,1,0,1,0,0,1,0,1,0,0,0,0,2015,1,3,1995,3,8
232,44,221854,0,2000,1181.64,0,454552,0,1,7,8,5,25800,0,1,3,28,22,1,0,1,1,1,55400,5540,11080,38780,7,17,1,3.906999311691096,-41220.32,23,2,0,1,0,1,0,1,0,0,0,0,0,1,0,2015,2,8,1994,10,3
59,40,444422,1,2000,782.23,0,449221,0,1,10,9,2,64200,-32300,2,6,626,0,3,0,0,2,0,51570,5730,11460,34380,2,37,0,5.493908441251294,-42183.24,15,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2015,2,6,2011,9,28
375,50,120485,0,1000,1275.39,0,466283,0,0,11,3,2,0,0,1,5,806,16,1,1,2,3,0,37280,0,0,37280,1,5,1,2.435856221757005,-21975.32,29,3,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,2,12,2007,2,18
427,60,953334,2,1000,1178.61,7000000,446608,0,4,2,2,3,0,-54400,1,6,921,23,1,1,1,2,1,90860,12980,19470,58410,13,20,1,6.424234196779823,-76716.68,21,4,0,1,0,0,1,0,0,0,0,0,0,0,0,2015,2,20,2005,12,3
404,56,485813,2,1000,1361.16,4000000,437944,1,5,13,6,1,0,-63700,5,2,190,23,1,0,2,0,1,53100,5310,5310,42480,0,23,1,3.2509036410120777,-36766.08,20,4,0,1,0,0,0,0,0,0,1,0,0,1,0,2015,1,15,2010,4,7
228,39,762951,2,500,1388.62,0,614274,1,3,11,15,0,35200,0,0,5,523,10,1,1,1,0,1,59490,6610,6610,46270,8,24,0,3.5700911696504445,-42826.56,30,2,0,1,0,0,1,0,1,0,1,0,0,0,1,2015,1,19,2012,9,19
310,48,670142,2,500,1516.34,0,474167,1,3,0,17,4,11000,0,4,6,195,11,4,1,0,2,0,59400,13200,6600,39600,10,2,1,3.2644393737552266,-41203.92,29,3,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,1,4,1999,8,6
456,62,669800,0,1000,1395.77,0,611651,1,4,10,5,3,82600,-49500,3,2,484,13,3,0,1,3,0,66480,5540,11080,49860,10,1,1,3.9691353159904574,-49730.76,13,4,0,0,0,0,1,0,1,0,0,0,0,1,0,2015,2,7,2009,6,24
37,25,421092,0,1000,1221.17,0,617460,1,5,10,9,1,49300,0,4,4,893,4,3,1,0,0,1,51030,5670,11340,34020,11,19,0,3.482316139440045,-36375.96,29,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2015,1,24,2003,3,4
115,31,569714,0,1000,1051.67,0,479824,1,0,3,3,1,0,0,6,5,48,18,3,1,0,3,0,34160,0,4270,29890,1,5,1,2.706806000614895,-21539.96,20,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2015,3,1,2005,12,4
235,39,836349,1,2000,1453.61,4000000,619570,0,3,2,19,2,0,0,0,2,517,10,1,0,0,3,0,60320,9280,9280,41760,3,34,1,3.4580572964321012,-42876.68,13,2,0,1,0,0,1,0,1,0,0,0,0,0,1,2015,1,13,2013,5,1
244,40,226725,2,2000,1304.67,7000000,605408,0,5,1,0,2,0,-45000,4,2,865,5,3,0,1,1,0,61490,5590,11180,44720,4,30,0,3.9275576710330324,-45833.96,24,2,0,0,0,0,1,0,0,1,1,0,0,0,1,2015,1,10,1999,8,11
325,47,900628,2,1000,1690.27,0,438830,1,0,10,10,1,61500,0,5,6,619,11,1,1,0,3,0,72930,6630,6630,59670,4,30,1,3.595579404473842,-52646.76,19,3,0,1,0,0,1,1,0,0,0,0,0,0,1,2015,1,14,2006,2,5
189,39,804751,0,2000,838.02,0,450702,1,1,12,12,3,0,0,5,4,89,7,3,0,2,0,1,64400,6440,6440,51520,4,27,0,6.403983994017645,-54343.76,28,2,0,0,0,1,0,0,0,1,1,0,0,1,0,2015,2,13,1997,9,11
140,35,155912,0,1000,1520.78,0,470538,1,2,2,5,5,0,-42900,4,1,254,5,1,0,0,2,1,2860,520,260,2080,3,34,1,0.15671782462508274,15389.36,28,1,1,0,0,1,0,0,0,1,0,0,1,0,0,2015,1,21,2008,3,21
111,29,235869,1,500,1239.55,2000000,464736,1,6,4,11,3,0,0,4,5,135,1,1,0,1,1,1,52800,4800,9600,38400,8,24,1,3.5496752853858258,-37925.4,29,1,0,1,0,0,1,1,0,0,0,0,0,1,0,2015,1,9,2011,1,22
84,30,844007,2,2000,1827.38,0,433593,0,0,8,14,2,0,-15900,5,6,564,9,1,1,1,3,0,4620,420,840,3360,1,5,0,0.21068414889076162,17308.56,27,1,0,0,1,1,0,0,0,1,0,0,1,0,1,2015,1,15,1995,7,17
194,39,620215,2,500,823.17,0,455689,0,5,0,13,3,0,0,6,1,8,3,3,0,2,2,0,61500,6150,12300,43050,4,30,0,6.225931460087224,-51621.96,13,2,0,0,0,0,0,0,1,0,0,0,0,1,0,2015,2,23,2005,7,27
257,40,463237,2,2000,1306.0,0,610381,0,0,6,6,0,46100,-46900,1,1,988,3,3,1,2,1,0,50050,7700,3850,38500,5,16,1,3.193593670239918,-34378.0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,21,2000,2,9
10,26,582973,2,2000,765.64,0,466191,0,4,11,0,1,0,-22200,4,4,673,3,3,0,0,3,0,31350,2850,5700,22800,6,6,1,3.4121780471239744,-22162.32,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,16,2008,6,11
147,31,746630,2,500,1054.92,6000000,468232,1,6,9,8,3,51900,0,1,4,508,4,1,0,0,0,0,68240,8530,0,59710,12,11,1,5.390614138196893,-55580.96,12,1,0,1,0,0,0,0,1,0,0,0,0,1,0,2015,1,16,1997,2,10
56,42,655356,1,500,1339.39,0,471786,1,0,0,5,1,0,0,1,1,330,13,1,0,1,2,1,61490,11180,11180,39130,2,37,0,3.8257465463133715,-45417.32,27,2,0,1,0,1,0,0,1,0,0,1,0,1,0,2015,2,25,1996,7,7
228,40,136520,2,500,1450.98,0,478609,0,0,3,0,0,43700,0,6,3,415,20,1,0,0,2,0,6050,1100,1100,3850,12,9,0,0.34746631012602974,11361.760000000002,15,2,1,0,0,1,0,0,0,1,0,0,1,0,0,2015,1,18,1997,3,1
362,55,636843,0,1000,1097.99,0,442239,1,3,7,0,4,44400,-71500,1,2,463,0,3,0,0,3,0,39690,0,0,39690,11,21,0,3.0123225165985117,-26514.12,27,3,0,0,0,1,0,0,0,1,0,1,0,0,0,2015,2,17,2008,12,1
273,41,954191,0,1000,1403.9,0,449793,1,6,4,7,3,0,0,5,5,903,16,2,0,1,2,1,44110,4010,8020,32080,6,6,0,2.6183013984851717,-27263.199999999997,10,2,0,0,0,0,1,0,0,1,0,1,0,0,1,2015,1,31,2010,2,17
438,57,714346,0,500,1119.29,0,616164,1,4,6,5,0,0,0,4,2,612,14,1,0,0,0,0,40700,4070,4070,32560,13,28,1,3.0301947365442974,-27268.52,25,4,0,1,0,0,1,0,0,1,1,0,0,0,1,2015,1,15,1991,10,5
119,34,594783,1,500,1299.18,0,463271,1,1,12,10,5,57100,0,2,6,710,7,1,1,2,1,1,45540,8280,8280,28980,6,10,1,2.921073292384427,-29949.84,27,1,0,1,0,0,0,1,0,0,0,0,0,1,0,2015,1,8,2011,12,30
69,26,593390,1,2000,924.72,0,437688,1,2,6,0,4,0,0,1,1,566,14,1,0,2,2,0,63120,5260,10520,47340,1,5,0,5.688208322519249,-52023.36,17,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2015,1,7,2006,3,24
437,58,640474,2,2000,1192.04,0,619470,0,0,2,7,3,66100,-31400,4,4,705,23,1,1,0,0,0,55800,11160,11160,33480,4,30,0,3.900875809536593,-41495.520000000004,21,4,0,1,0,0,0,0,0,0,0,1,0,0,1,2015,1,19,2010,8,1
279,43,168151,0,2000,1281.25,0,463583,0,0,6,6,2,0,0,4,1,778,13,1,1,0,1,0,57690,6410,12820,38460,8,7,1,3.7521951219512193,-42315.0,15,2,0,1,0,0,1,0,0,1,0,0,0,0,1,2015,1,17,1995,4,24
222,39,243226,1,1000,1232.72,0,458237,0,2,1,10,3,87800,-51200,4,6,376,21,3,0,1,0,0,87960,14660,14660,58640,7,36,1,5.94620027256798,-73167.36,26,2,0,0,0,0,0,1,0,0,0,0,0,1,0,2015,2,9,2012,1,10
199,38,206004,1,1000,1281.25,0,467780,1,2,12,12,2,0,-53100,6,1,885,6,1,0,0,2,0,44440,8080,4040,32320,2,38,1,2.890406504065041,-29065.0,18,2,0,1,0,0,0,0,0,1,0,0,0,1,0,2015,2,4,1991,9,26
113,29,999435,0,2000,1091.73,0,601213,0,6,3,9,1,36100,-42300,1,6,606,15,3,0,0,2,1,49950,5550,5550,38850,9,35,1,3.812755901184359,-36849.24,21,1,0,0,0,1,0,0,1,0,1,0,0,1,0,2015,1,5,2008,1,1
453,60,149367,2,500,1298.91,6000000,459504,0,6,2,7,4,52600,-38800,0,6,700,0,1,1,0,0,0,70000,14000,7000,49000,5,14,1,4.4909449718096965,-54413.08,10,4,0,1,0,0,0,1,0,0,0,0,0,0,0,2015,1,6,2003,3,18
269,41,334749,0,2000,1422.21,0,620507,1,0,5,14,4,0,-46400,6,5,451,21,1,1,2,1,0,85900,17180,17180,51540,11,15,1,5.033246379461073,-68833.48,20,2,0,1,0,0,1,0,0,0,0,0,0,0,0,2015,1,16,1996,7,29
328,46,174701,1,500,1314.6,0,458139,1,4,9,8,1,24800,0,6,2,863,0,1,0,2,3,0,70290,12780,6390,51120,10,1,1,4.455727978092195,-54514.8,27,3,0,1,0,1,0,0,1,0,0,1,0,0,1,2015,2,23,1996,6,19
274,43,517240,0,2000,1352.31,0,465263,0,1,4,1,5,40700,-47300,1,3,892,22,1,1,0,3,1,63840,10640,10640,42560,2,37,1,3.934009213863685,-47612.28,19,2,0,1,0,0,0,1,0,0,0,0,0,0,0,2015,2,6,2001,5,13
310,48,670142,2,500,1516.34,0,474167,1,3,0,17,4,11000,0,4,6,195,11,4,1,0,2,0,59400,13200,6600,39600,10,2,1,3.2644393737552266,-41203.92,29,3,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,1,4,1999,8,6
206,42,779156,1,1000,1230.76,0,470488,0,2,6,19,4,0,-74200,5,2,745,2,1,0,1,1,0,78980,7180,14360,57440,10,1,1,5.347644273998722,-64210.880000000005,28,2,0,1,0,1,0,1,0,0,0,0,0,0,1,2015,1,3,1993,10,10
119,28,288580,0,2000,1079.92,0,430886,0,2,6,10,0,88800,0,3,5,730,1,1,0,0,1,1,53600,6700,6700,40200,13,20,1,4.136108847568956,-40640.96,18,1,0,1,0,1,0,0,0,0,0,1,0,1,0,2015,2,26,2012,11,22
473,58,892874,2,2000,1131.4,0,458733,1,4,13,12,2,55700,0,6,2,953,12,4,1,0,0,0,63120,10520,10520,42080,0,23,1,4.649107300689411,-49543.2,26,4,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,1,29,1992,10,19
413,55,115399,2,2000,1268.79,0,453148,0,4,8,5,3,0,-31000,6,3,518,15,1,0,2,2,0,98160,8180,16360,73620,4,30,1,6.44708738246676,-82934.52,14,3,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,1,19,1991,2,8
239,39,730819,2,2000,625.08,0,437156,1,3,10,10,5,44200,-37000,4,5,186,10,1,0,2,3,1,87890,15980,7990,63920,2,38,1,11.717166869307395,-80389.04,11,2,0,1,0,0,0,1,0,0,0,0,0,1,0,2015,1,3,1990,8,18
396,57,514424,2,1000,1366.39,0,438180,0,2,10,8,2,0,-22400,0,1,686,22,3,1,2,1,0,52560,11680,5840,35040,10,2,0,3.205526972533464,-36163.32,30,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,1,30,1992,10,11
344,51,689901,2,2000,1398.46,0,455672,0,0,11,16,2,0,0,0,3,99,14,1,0,0,2,0,82830,7530,15060,60240,1,5,0,4.93578650801596,-66048.48,21,3,0,1,0,0,1,0,0,0,1,0,0,0,0,2015,2,2,1992,4,28
211,38,752504,2,1000,1055.09,0,433250,1,5,13,18,3,0,0,1,1,223,12,1,0,0,3,1,91520,8320,16640,66560,2,38,1,7.2284512853563845,-78858.92,20,2,0,1,0,0,0,1,0,0,0,1,0,1,0,2015,1,27,1997,5,15
128,28,438817,0,1000,986.53,0,472720,1,2,0,14,2,62700,0,5,1,773,11,1,0,0,2,1,101860,18520,18520,64820,6,8,0,8.604232342993456,-90021.64,18,1,0,1,0,1,0,0,0,0,0,1,0,0,1,2015,2,16,2007,11,16
147,31,746630,2,500,1054.92,6000000,468232,1,6,9,8,3,51900,0,1,4,508,4,1,0,0,0,0,68240,8530,0,59710,12,11,1,5.390614138196893,-55580.96,12,1,0,1,0,0,0,0,1,0,0,0,0,1,0,2015,1,16,1997,2,10
233,41,728491,0,2000,1615.14,0,606638,1,0,12,2,2,67100,0,1,6,426,6,1,0,0,1,0,3740,680,680,2380,3,25,0,0.19296572846110346,15641.68,14,2,0,0,1,1,0,0,0,1,1,0,0,0,1,2015,1,20,1997,8,30
435,60,593466,0,500,1064.49,5000000,462804,0,0,8,5,2,73500,-43300,6,0,387,23,1,0,2,1,0,62880,5240,10480,47160,8,12,1,4.92254506853047,-50106.119999999995,18,4,0,1,0,0,0,0,0,0,0,1,0,0,1,2015,2,13,2006,11,21
101,26,865839,1,1000,1371.88,0,462420,1,4,9,15,0,0,0,5,0,800,4,1,0,2,2,0,3190,580,580,2030,11,21,0,0.19377302193583498,13272.560000000001,30,1,1,0,0,1,0,0,0,1,0,0,1,0,1,2015,2,4,1991,8,2
453,60,149367,2,500,1298.91,6000000,459504,0,6,2,7,4,52600,-38800,0,6,700,0,1,1,0,0,0,70000,14000,7000,49000,5,14,1,4.4909449718096965,-54413.08,10,4,0,1,0,0,0,1,0,0,0,0,0,0,0,2015,1,6,2003,3,18
152,30,209177,2,500,1448.54,0,618682,1,3,2,14,5,58600,0,5,4,460,9,1,1,1,1,0,84590,7690,7690,69210,12,18,1,4.866394208421353,-67207.52,25,1,0,1,0,0,1,1,0,0,0,0,0,0,1,2015,2,11,2009,11,17
228,42,342868,2,2000,1197.22,5000000,468176,0,4,6,15,2,0,0,5,5,628,8,1,0,0,0,0,5070,780,780,3510,8,12,1,0.35290088705501077,9296.64,18,2,0,0,1,1,0,0,0,1,1,0,0,1,0,2015,1,21,2006,6,27
144,37,985446,0,2000,1896.91,0,460895,1,6,5,17,1,73700,0,4,1,805,17,3,1,1,3,0,54400,5440,10880,38080,3,32,1,2.389851565616362,-31637.079999999998,10,2,0,0,0,1,0,1,0,0,0,0,0,1,0,2015,1,24,2012,10,11
375,50,120485,0,1000,1275.39,0,466283,0,0,11,3,2,0,0,1,5,806,16,1,1,2,3,0,37280,0,0,37280,1,5,1,2.435856221757005,-21975.32,29,3,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,2,12,2007,2,18
317,46,753844,2,1000,1012.78,0,469126,0,4,11,19,2,43700,0,6,0,779,18,1,0,2,1,0,104610,19020,19020,66570,8,24,1,8.60749619858212,-92456.64,26,3,0,1,0,0,0,1,0,0,0,0,0,1,0,2015,1,26,1999,7,22
149,37,990493,1,500,1415.68,0,603381,0,6,9,19,3,0,0,6,2,277,17,1,1,0,1,1,64800,10800,5400,48600,1,4,0,3.8144213381555154,-47811.84,26,2,0,1,0,0,1,1,0,0,0,1,0,0,1,2015,2,12,1991,1,13
10,26,582973,2,2000,765.64,0,466191,0,4,11,0,1,0,-22200,4,4,673,3,3,0,0,3,0,31350,2850,5700,22800,6,6,1,3.4121780471239744,-22162.32,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,16,2008,6,11
186,38,250833,2,2000,1347.31,0,436467,1,3,10,7,4,80900,-111100,1,6,38,1,3,0,2,3,0,73800,12300,12300,49200,1,4,0,4.564651045416422,-57632.28,30,2,0,0,0,1,0,0,0,0,1,0,0,1,0,2015,2,2,2008,7,28
283,41,566720,0,500,1195.01,0,476227,1,0,11,15,3,60700,-54300,6,3,60,13,3,0,0,2,0,42700,0,6100,36600,8,24,1,2.9776598801125793,-28359.88,14,2,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,1,8,2012,10,25
269,41,334749,0,2000,1422.21,0,620507,1,0,5,14,4,0,-46400,6,5,451,21,1,1,2,1,0,85900,17180,17180,51540,11,15,1,5.033246379461073,-68833.48,20,2,0,1,0,0,1,0,0,0,0,0,0,0,0,2015,1,16,1996,7,29
211,38,752504,2,1000,1055.09,0,433250,1,5,13,18,3,0,0,1,1,223,12,1,0,0,3,1,91520,8320,16640,66560,2,38,1,7.2284512853563845,-78858.92,20,2,0,1,0,0,0,1,0,0,0,1,0,1,0,2015,1,27,1997,5,15
200,40,932502,1,1000,1439.34,0,444822,1,2,11,8,2,45300,-20400,5,5,169,9,1,0,0,0,0,3690,410,410,2870,5,13,0,0.21363958480970446,13582.079999999998,10,2,0,0,1,1,0,0,0,1,1,0,0,0,0,2015,1,1,2010,5,11
107,26,261119,1,2000,932.14,0,612550,0,4,11,6,3,40600,0,4,1,23,2,3,0,2,3,0,78650,14300,7150,57200,1,4,1,7.031311462512784,-67464.32,29,1,0,0,0,1,0,1,0,0,0,1,0,0,1,2015,1,10,1997,3,21
218,43,737483,1,500,1521.55,0,477856,1,0,8,14,2,61100,-64500,4,2,321,18,1,0,1,3,1,68200,13640,6820,47740,4,30,1,3.735226140010735,-49941.4,22,2,0,1,0,1,0,1,0,0,0,0,0,1,0,2015,1,2,1996,2,14
305,49,890328,1,2000,1347.92,0,430853,1,2,4,3,3,0,-42100,1,2,550,21,3,1,0,2,0,66550,12100,6050,48400,13,20,0,4.1143638593784,-50374.96,22,3,0,0,0,0,0,1,0,0,0,1,0,0,0,2015,2,17,2009,8,23
316,45,164988,1,2000,1290.74,5000000,430832,1,2,9,11,0,58300,0,5,6,544,6,3,0,2,0,1,78870,7170,14340,57360,11,21,0,5.092040224987216,-63381.119999999995,12,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,2,12,2013,12,23
66,30,984456,2,500,484.67,0,608309,1,1,0,13,5,21100,-60800,4,0,205,2,3,0,0,2,1,65560,11920,11920,41720,13,28,1,11.272274606089367,-59743.96,10,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2015,1,24,2003,6,24
431,54,485664,2,2000,1155.55,0,615901,1,4,2,3,4,65700,0,1,2,332,4,3,0,2,0,0,62300,12460,6230,43610,7,36,0,4.492810061586835,-48433.4,18,3,0,0,0,1,0,0,0,1,0,0,0,0,1,2015,1,21,2002,11,25
86,26,391652,0,500,1382.88,7000000,434923,0,3,12,6,2,0,-30300,4,3,142,11,1,0,1,1,1,81840,14880,7440,59520,3,25,1,4.931736665509661,-65245.44,14,1,0,1,0,1,0,0,0,1,1,0,0,0,0,2015,1,12,1998,10,12
398,58,515050,0,500,990.98,0,469429,1,0,3,6,5,0,-57900,0,4,56,18,1,1,2,1,0,99320,7640,15280,76400,0,33,1,8.352001722200919,-87428.24,23,4,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,2,2,2000,11,16
241,39,485295,0,1000,1260.56,0,473591,1,3,0,13,3,0,-54900,4,4,291,20,3,0,0,2,1,37520,4690,4690,28140,7,36,0,2.4803790907744707,-22393.28,15,2,0,0,0,0,1,0,0,1,1,0,0,1,0,2015,2,22,2005,4,28
231,43,655787,1,2000,972.47,0,441981,0,1,10,15,5,0,-58100,3,2,616,15,3,1,2,2,1,77100,7710,15420,53970,1,4,0,6.606887616070419,-65430.36,15,2,0,0,0,0,0,0,0,1,1,0,0,1,0,2015,2,1,2006,6,17
81,28,469874,1,1000,1139.0,6000000,617858,1,5,11,17,0,42400,0,4,3,763,0,3,0,1,2,0,44730,4970,4970,34790,10,1,1,3.2726075504828795,-31062.0,25,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2015,1,14,2011,9,17
453,60,149367,2,500,1298.91,6000000,459504,0,6,2,7,4,52600,-38800,0,6,700,0,1,1,0,0,0,70000,14000,7000,49000,5,14,1,4.4909449718096965,-54413.08,10,4,0,1,0,0,0,1,0,0,0,0,0,0,0,2015,1,6,2003,3,18
119,28,288580,0,2000,1079.92,0,430886,0,2,6,10,0,88800,0,3,5,730,1,1,0,0,1,1,53600,6700,6700,40200,13,20,1,4.136108847568956,-40640.96,18,1,0,1,0,1,0,0,0,0,0,1,0,1,0,2015,2,26,2012,11,22
279,45,598308,2,2000,1333.97,6000000,620819,1,4,7,3,4,61100,-30700,4,0,672,21,3,0,1,0,0,61050,11100,11100,38850,4,30,1,3.8138039086336275,-45042.36,14,2,0,0,0,1,0,0,1,0,0,0,0,1,0,2015,1,12,1992,1,28
167,36,287489,1,1000,949.44,0,448603,1,5,3,4,2,0,-38400,0,6,185,22,3,0,0,0,0,69680,8710,8710,52260,8,24,1,6.115885855521851,-58286.72,17,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2015,1,19,1994,2,3
140,32,713172,1,1000,985.97,5000000,457793,1,1,10,6,2,0,0,5,4,683,13,1,0,2,3,0,82170,14940,7470,59760,3,32,1,6.944937472742579,-70338.36,30,1,0,1,0,0,1,1,0,0,0,0,0,1,0,2015,2,1,1996,10,23
232,43,751905,0,500,1483.91,8000000,431531,0,1,6,9,0,0,-33600,1,0,147,17,3,0,0,1,0,70600,7060,14120,49420,13,28,1,3.964750782280147,-52793.08,12,2,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,1,18,2001,5,16
85,30,740384,2,1000,1454.42,0,459588,0,0,10,15,2,51600,-73900,1,6,578,19,1,1,0,1,1,74280,12380,12380,49520,11,15,1,4.255992079316841,-56826.96,19,1,0,1,0,0,1,0,1,0,0,0,0,0,1,2015,1,31,1993,10,29
411,56,574637,1,1000,1595.28,0,479320,1,1,10,8,2,0,0,5,6,794,23,3,0,0,0,0,38610,3510,3510,31590,13,28,0,2.0168873175868813,-19466.64,18,4,0,0,0,0,1,0,0,0,0,0,0,1,0,2015,1,6,1992,7,30
227,38,279422,0,500,976.67,0,471600,1,6,5,14,4,0,0,4,4,617,16,1,0,1,2,0,72200,14440,7220,50540,2,22,1,6.160388531097164,-60479.96,12,2,0,1,0,1,0,1,0,0,0,0,0,0,1,2015,1,21,2013,10,27
235,39,836349,1,2000,1453.61,4000000,619570,0,3,2,19,2,0,0,0,2,517,10,1,0,0,3,0,60320,9280,9280,41760,3,34,1,3.4580572964321012,-42876.68,13,2,0,1,0,0,1,0,1,0,0,0,0,0,1,2015,1,13,2013,5,1
157,31,121439,2,500,1257.83,7000000,458622,0,2,4,15,3,40700,-41600,2,0,650,2,4,0,2,2,0,47700,4770,9540,33390,0,33,1,3.1602044791426507,-32606.04,14,1,0,0,0,1,0,0,1,0,0,0,0,0,1,2015,2,14,1990,8,2
265,41,626074,2,2000,1724.46,6000000,432491,1,0,2,17,3,81800,0,4,3,110,18,3,0,1,3,0,44200,4420,4420,35360,1,5,0,2.1359343407984723,-23506.48,11,2,0,0,0,0,1,0,0,1,0,1,0,1,0,2015,1,13,1997,9,29
78,31,414519,2,1000,1554.64,4000000,457535,0,6,10,2,3,0,-27900,6,6,50,21,1,0,1,0,0,55660,5060,10120,40480,6,8,1,2.9835417417108356,-37004.32,16,1,0,1,0,0,0,0,1,0,0,0,0,1,0,2015,2,3,1999,1,25
126,28,596914,2,500,1508.9,0,472814,1,3,6,16,2,0,0,6,3,482,3,4,0,0,1,0,67800,11300,11300,45200,5,14,0,3.744449599045662,-49693.2,14,1,0,0,0,1,0,0,0,1,0,1,0,1,0,2015,1,1,1992,1,5
211,37,483088,0,2000,1295.63,4000000,430878,1,6,1,16,1,42200,-33800,6,3,984,22,3,1,1,0,0,53460,5940,5940,41580,6,8,0,3.4384816652902446,-37912.44,16,2,0,0,0,0,0,0,0,1,0,1,0,1,0,2015,1,30,2011,1,6
116,30,996253,2,500,951.46,0,467227,0,3,5,9,1,0,-35500,6,5,30,8,3,0,0,3,0,59670,6630,6630,46410,13,28,1,5.226178714817228,-48252.479999999996,21,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2015,1,31,2001,11,29
317,46,753844,2,1000,1012.78,0,469126,0,4,11,19,2,43700,0,6,0,779,18,1,0,2,1,0,104610,19020,19020,66570,8,24,1,8.60749619858212,-92456.64,26,3,0,1,0,0,0,1,0,0,0,0,0,1,0,2015,1,26,1999,7,22
