months_as_customer,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,fraud_reported,loss_ratio,profitability,vehicle_age,incident_year,incident_month,incident_day,policy_bind_year,policy_bind_month,policy_bind_day,Parked Car,Single Vehicle Collision,Vehicle Theft,Rear Collision,Side Collision,Fire,None,Other,Police,Minor Damage,Total Loss,Trivial Damage,250/500,500/1000,age_group
279,2,2000,1281.25,0,1,0,6,2,0,0,4,1,13,1,1,0,1,0,57690,6410,12820,38460,8,7,1,3.7521951219512193,-42315.0,15,2015,1,17,1995,4,24,0,1,0,0,1,0,0,0,1,0,0,0,0,1,2
147,1,500,1054.92,6000000,0,6,9,3,51900,0,1,4,4,1,0,0,0,0,68240,8530,0,59710,12,11,1,5.390614138196893,-55580.96,12,2015,1,16,1997,2,10,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
254,0,2000,1241.04,0,0,5,10,3,0,0,1,5,16,1,0,2,2,1,100210,18220,18220,63770,1,5,0,6.728899417692688,-85317.52,11,2015,1,4,2013,12,18,0,1,0,0,0,0,0,0,1,1,0,0,1,0,2
246,1,500,1594.37,0,1,0,3,3,0,0,4,5,13,1,0,0,3,1,7260,660,1320,5280,10,1,0,0.37946022566907306,11872.439999999999,17,2015,1,18,1999,8,12,1,0,0,1,0,0,1,0,0,0,0,1,1,0,2
102,2,500,1537.07,3000000,1,3,12,5,0,0,2,3,11,1,0,1,0,0,47400,9480,4740,33180,3,32,1,2.5698244061753854,-28955.16,21,2015,2,4,2014,9,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
252,0,500,1312.22,9000000,1,2,13,2,0,-33300,0,5,15,3,0,0,3,0,59400,11880,5940,41580,7,17,1,3.7722333145356726,-43653.36,15,2015,2,21,2004,2,28,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2
194,1,1000,1423.34,0,1,0,11,1,55300,-37900,6,5,0,1,1,0,3,0,9100,1400,1400,6300,3,25,0,0.5327843897686663,7980.079999999998,22,2015,1,21,1994,5,17,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
265,0,1000,1454.43,0,0,4,10,0,0,0,1,0,17,3,0,2,3,0,55120,6890,0,48230,0,23,0,3.1581673461997712,-37666.84,23,2015,2,21,2006,8,21,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2
316,0,2000,1290.74,5000000,0,2,9,0,58300,0,5,6,6,3,0,2,0,1,78870,7170,14340,57360,11,21,0,5.092040224987216,-63381.119999999995,12,2015,2,12,2013,12,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
126,0,2000,916.13,0,1,1,11,4,55300,-58400,1,3,16,3,1,2,0,0,74160,6180,12360,55620,8,12,0,6.745767522076561,-63166.44,23,2015,1,7,1998,9,10,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
243,1,1000,1129.23,0,0,1,4,3,17300,-60400,6,2,1,1,0,1,0,1,50300,10060,5030,35210,11,21,1,3.711968922776287,-36749.24,26,2015,2,23,1997,4,21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
38,2,500,1122.95,4000000,1,5,8,2,78000,0,6,4,4,3,0,0,3,1,74880,12480,12480,49920,0,33,0,5.556792377220713,-61404.6,25,2015,2,23,1994,8,17,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
115,2,1000,1051.67,0,0,0,3,1,0,0,6,5,18,3,1,0,3,0,34160,0,4270,29890,1,5,1,2.706806000614895,-21539.96,20,2015,3,1,2005,12,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
338,1,1000,1279.08,0,1,4,7,3,0,-51500,0,5,13,1,0,0,1,0,4300,860,860,2580,5,14,0,0.28014927395732353,11048.96,21,2015,2,27,1994,2,22,1,0,0,1,0,0,1,0,0,1,0,0,0,1,3
298,0,1000,1362.29,0,1,2,4,4,0,-51100,1,3,18,3,0,0,0,0,64000,12800,6400,44800,10,3,0,3.914976497906711,-47652.520000000004,26,2015,2,27,1992,7,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
152,2,1000,840.81,0,0,2,4,0,0,0,1,0,2,1,1,0,2,0,82610,7510,7510,67590,5,13,1,8.187541378749858,-72520.28,23,2015,2,14,2005,5,8,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
258,0,500,1042.25,0,1,5,3,4,0,-44400,0,5,0,3,0,2,3,0,81240,6770,20310,54160,8,7,1,6.495562485008396,-68733.0,17,2015,2,8,2001,2,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
16,0,1000,968.46,0,1,4,12,1,50800,-66200,6,1,0,3,0,0,2,0,59400,6600,13200,39600,4,30,1,5.111207484046837,-47778.479999999996,30,2015,1,27,2002,7,28,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
246,1,1000,1267.4,6000000,1,3,0,0,0,0,1,2,0,1,0,2,1,0,50700,5070,5070,40560,0,31,0,3.3335963389616534,-35491.2,19,2015,2,9,2013,1,16,0,1,0,0,1,1,0,0,0,1,0,0,1,0,2
106,2,2000,1609.11,0,1,2,2,3,0,0,6,2,8,1,1,2,1,1,5490,0,1220,4270,10,3,0,0.28431866062606037,13819.32,26,2015,1,18,1990,5,7,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
155,1,500,1706.79,0,1,5,10,2,0,0,2,2,1,1,0,1,1,1,77040,8560,8560,59920,6,10,0,3.7614469266869386,-56558.520000000004,27,2015,1,7,1990,9,27,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
270,0,2000,1030.95,0,0,0,6,2,47200,0,0,3,20,3,0,1,0,0,35900,7180,3590,25130,1,4,1,2.9018542767997153,-23528.6,18,2015,2,3,2003,7,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
239,0,500,1396.83,0,0,5,7,0,0,0,6,3,0,4,0,0,3,0,76890,6990,13980,55920,2,38,0,4.587172383181919,-60128.04,18,2015,1,6,1990,6,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
371,1,1000,1569.33,0,1,6,6,1,79600,0,6,6,2,3,0,2,1,1,84500,13000,13000,58500,13,28,1,4.48705286119979,-65668.04000000001,14,2015,1,29,1994,2,10,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3
161,0,2000,1133.85,0,1,6,8,1,60200,0,6,6,0,3,1,2,2,1,60480,5040,15120,40320,13,20,0,4.445032411694669,-46873.8,22,2015,1,3,2004,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
215,2,500,1848.81,0,1,3,13,3,0,-49000,6,3,20,3,1,2,2,1,68520,11420,5710,51390,11,21,1,3.088473125956696,-46334.28,22,2015,2,6,2008,10,28,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
48,0,2000,1400.74,0,1,1,11,2,34000,-55600,0,0,23,3,1,0,2,0,87300,17460,17460,52380,7,36,0,5.193683338806631,-70491.12,12,2015,1,21,1997,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
80,0,1000,1343.0,0,1,5,5,2,64600,0,4,0,12,1,0,0,0,0,90400,9040,9040,72320,2,0,0,5.609332340531149,-74284.0,30,2015,1,3,2001,5,8,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
145,1,1000,1142.48,0,0,3,8,2,0,0,0,3,18,1,1,2,0,0,52250,9500,4750,38000,11,21,0,3.811153513992951,-38540.24,13,2015,1,13,1990,5,20,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
166,2,1000,1083.72,0,0,2,6,5,65600,-68200,1,1,18,1,0,0,2,1,53680,4880,4880,43920,6,8,0,4.127757477331168,-40675.36,20,2015,2,9,2014,10,3,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
208,1,1000,1134.68,0,0,1,12,0,0,0,4,3,18,1,0,2,2,0,69300,6930,13860,48510,13,20,0,5.089540663446963,-55683.84,29,2015,1,20,2014,6,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
202,0,2000,1132.74,0,0,0,1,0,0,-37500,6,2,12,1,1,1,1,0,77440,7040,14080,56320,9,35,0,5.69710024659969,-63847.119999999995,20,2015,2,4,2009,1,24,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2
428,1,500,1344.36,7000000,0,3,9,2,0,0,6,3,8,1,0,2,3,0,6500,1300,650,4550,10,1,0,0.4029178692215379,9632.32,12,2015,2,6,1999,9,29,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4
270,0,2000,1030.95,0,0,0,6,2,47200,0,0,3,20,3,0,1,0,0,35900,7180,3590,25130,1,4,1,2.9018542767997153,-23528.6,18,2015,2,3,2003,7,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
94,1,1000,1414.74,0,0,5,0,3,0,0,5,5,19,1,0,1,3,0,2400,300,300,1800,3,32,0,0.14136873206384212,14576.880000000001,11,2015,2,22,1995,10,18,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1
95,0,2000,1370.92,0,1,1,13,4,48900,0,4,0,22,1,1,0,3,0,34800,3480,6960,24360,0,23,0,2.1153677822192396,-18348.96,26,2015,2,14,1995,3,26,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1
263,1,1000,1294.04,0,0,5,5,1,0,0,4,5,17,1,1,2,3,1,79320,13220,6610,59490,9,35,0,5.108033754752558,-63791.520000000004,28,2015,1,8,1996,7,6,0,1,0,1,0,1,0,0,0,1,0,0,0,1,2
128,1,500,1366.6,0,0,4,6,2,0,0,1,1,10,3,0,2,1,0,88220,16040,16040,56140,3,25,0,5.379530708815065,-71820.8,17,2015,1,1,2004,7,22,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
463,0,1000,979.73,0,0,3,3,1,51700,0,4,1,14,2,0,1,2,0,72400,7240,14480,50680,3,34,1,6.158159220737686,-60643.24,26,2015,2,12,1994,8,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4
116,1,500,951.46,0,1,3,5,1,0,-35500,6,5,8,3,0,0,3,0,59670,6630,6630,46410,13,28,1,5.226178714817228,-48252.479999999996,21,2015,1,31,2001,11,29,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
104,2,500,1052.85,0,0,4,10,2,0,-70100,6,5,8,1,0,0,0,1,4800,960,480,3360,2,0,0,0.37992116635798073,7834.199999999999,19,2015,2,9,2010,8,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
284,0,500,1123.84,0,1,6,9,2,48200,0,6,1,12,3,0,0,0,1,36960,6720,3360,26880,3,34,0,2.7406036446469253,-23473.920000000002,18,2015,1,23,1992,1,5,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2
80,2,500,795.31,0,1,3,4,0,0,-51000,2,0,16,3,1,1,3,0,40810,3710,7420,29680,5,14,1,4.276110363673704,-31266.28,25,2015,2,12,2014,9,17,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
289,2,1000,1387.51,0,0,0,11,1,0,0,1,5,19,3,1,1,3,0,68580,7620,7620,53340,7,36,0,4.118889233230751,-51929.880000000005,15,2015,1,11,2002,12,21,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2
169,0,1000,1555.94,0,1,6,2,3,23300,0,5,5,12,3,0,1,3,1,79080,6590,13180,59310,8,7,0,4.23538182706274,-60408.72,13,2015,1,25,2005,1,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
166,0,2000,1337.28,8000000,1,3,2,0,27500,0,6,5,10,3,0,2,2,0,67140,7460,7460,52220,5,14,1,4.18386575735822,-51092.64,19,2015,2,28,2008,6,19,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
66,0,1000,988.29,0,1,1,1,3,0,0,1,3,8,1,0,2,2,1,57860,0,10520,47340,11,19,1,4.878797384033701,-46000.520000000004,17,2015,2,2,1998,11,13,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
110,1,1000,1183.48,0,1,0,7,0,0,0,5,3,19,1,0,2,3,0,55200,13800,9200,32200,10,2,1,3.886842194206915,-40998.24,10,2015,1,26,1995,4,16,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
197,2,1000,1324.78,0,0,6,9,1,0,-64500,0,4,6,1,0,2,2,1,76400,15280,7640,53480,13,20,1,4.805829395572598,-60502.64,28,2015,1,10,1996,6,27,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2
94,1,500,722.66,0,1,4,3,0,50300,0,2,6,6,3,1,1,2,1,36700,3670,7340,25690,9,29,0,4.232050111163387,-28028.08,15,2015,1,23,2007,10,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
140,0,1000,985.97,5000000,0,1,10,2,0,0,5,4,13,1,0,2,3,0,82170,14940,7470,59760,3,32,1,6.944937472742579,-70338.36,30,2015,2,1,1996,10,23,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
210,0,500,1433.24,0,0,1,3,1,0,-19500,6,5,11,3,0,2,1,0,24570,2730,2730,19110,10,3,1,1.4285813959978788,-7371.119999999999,19,2015,2,22,2014,4,25,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
334,0,1000,876.88,6000000,1,4,11,2,0,0,6,2,2,1,0,2,1,0,57330,12740,6370,38220,7,17,0,5.448293951281817,-46807.44,27,2015,1,3,2013,1,5,0,1,0,1,0,0,0,0,1,1,0,0,0,0,3
224,0,1000,1128.71,0,0,3,9,2,0,-47100,5,5,21,3,1,2,1,0,61800,12360,6180,43260,11,19,0,4.5627309051926535,-48255.479999999996,18,2015,2,4,2012,6,20,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2
151,1,500,1366.42,0,0,0,10,4,44000,0,4,0,14,3,0,1,2,1,59100,5910,5910,47280,9,26,1,3.6043090704175875,-42702.96,27,2015,2,15,2012,10,18,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2
152,1,1000,1034.27,0,0,3,1,0,0,0,1,2,18,1,0,1,0,0,63900,7100,7100,49700,0,33,0,5.148558886944415,-51488.76,11,2015,2,6,2001,6,10,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
338,2,2000,1486.04,0,0,0,1,3,0,-56200,2,4,1,3,0,2,3,0,64100,12820,6410,44870,4,30,1,3.5945645249567084,-46267.520000000004,11,2015,1,14,2008,1,25,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3
27,2,1000,1074.47,0,1,4,10,5,0,0,6,5,4,1,0,2,0,0,3200,400,400,2400,7,17,0,0.24818437617305897,9693.64,13,2015,2,13,1992,7,23,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1
10,1,2000,765.64,0,1,4,11,1,0,-22200,4,4,3,3,0,0,3,0,31350,2850,5700,22800,6,6,1,3.4121780471239744,-22162.32,24,2015,2,16,2008,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
291,2,1000,994.74,0,0,2,0,3,0,-55300,4,2,8,1,0,2,2,1,5580,620,620,4340,13,28,1,0.46745883346402073,6356.880000000001,20,2015,1,25,2006,4,13,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3
339,1,2000,1570.77,0,1,3,0,1,98800,-65300,4,1,13,1,0,0,3,0,6820,1240,620,4960,8,24,0,0.3618183014275377,12029.239999999998,16,2015,1,18,1994,2,14,0,0,1,1,0,0,1,0,0,1,0,0,0,1,3
253,0,500,1358.2,0,0,4,13,0,52900,0,1,1,11,3,1,0,0,0,64570,5870,11740,46960,7,36,0,3.9617385755656995,-48271.6,24,2015,2,14,2006,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
70,1,1000,1008.79,4000000,0,5,0,3,46000,0,6,1,19,1,0,2,3,0,4400,0,550,3850,12,9,0,0.36347174998430465,7705.48,25,2015,1,13,2004,7,16,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1
406,2,2000,1117.04,0,1,4,3,3,0,-42700,6,3,15,3,0,1,2,0,65520,10920,5460,49140,13,20,0,4.887918069182841,-52115.520000000004,16,2015,1,1,2003,10,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,4
211,2,2000,1295.63,4000000,0,6,1,1,42200,-33800,6,3,22,3,1,1,0,0,53460,5940,5940,41580,6,8,0,3.4384816652902446,-37912.44,16,2015,1,30,2011,1,6,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2
121,1,1000,1140.91,0,1,0,0,2,51300,0,5,3,15,3,0,1,2,0,64300,6430,6430,51440,3,32,1,4.696543402488656,-50609.08,23,2015,2,15,1991,7,20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
232,2,500,1483.91,8000000,1,1,6,0,0,-33600,1,0,17,3,0,0,1,0,70600,7060,14120,49420,13,28,1,3.964750782280147,-52793.08,12,2015,1,18,2001,5,16,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
153,0,1000,873.64,4000000,0,0,8,0,800,0,4,1,9,3,0,2,1,0,68400,11400,11400,45600,5,14,0,6.5244265372464625,-57916.32,18,2015,1,30,2006,3,4,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
233,2,2000,1524.18,0,1,3,2,4,0,0,4,4,20,3,0,1,0,1,48870,5430,5430,38010,10,3,0,2.6719285123804277,-30579.84,26,2015,1,8,2001,1,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2
91,1,1000,1338.4,4000000,0,2,8,3,63600,0,0,2,19,1,0,1,0,0,60570,6730,6730,47110,9,26,0,3.771294082486551,-44509.2,14,2015,2,25,1999,9,18,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
222,0,1000,1232.72,0,1,2,1,3,87800,-51200,4,6,21,3,0,1,0,0,87960,14660,14660,58640,7,36,1,5.94620027256798,-73167.36,26,2015,2,9,2012,1,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
134,2,1000,1497.41,0,1,6,6,0,14100,-44500,6,4,17,3,0,2,0,1,77200,9650,9650,57900,5,13,0,4.296307179285121,-59231.08,29,2015,1,25,1990,7,15,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2
431,1,2000,1155.55,0,0,4,2,4,65700,0,1,2,4,3,0,2,0,0,62300,12460,6230,43610,7,36,0,4.492810061586835,-48433.4,18,2015,1,21,2002,11,25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3
193,2,500,847.03,0,0,3,2,1,0,0,4,6,1,1,0,1,0,1,112320,17280,17280,77760,11,19,1,11.05037601973956,-102155.64,14,2015,2,8,1995,7,16,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2
265,2,500,972.5,0,0,1,3,4,0,0,0,6,3,1,0,2,3,0,3190,290,580,2320,5,13,0,0.27335047129391604,8480.0,30,2015,1,19,1998,10,28,0,0,1,1,0,0,1,0,0,0,0,1,1,0,2
184,0,1000,1437.53,0,0,1,13,1,0,0,3,4,6,3,0,0,2,0,53730,11940,5970,35820,4,30,1,3.1147176058934423,-36479.64,12,2015,2,2,1994,9,12,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2
29,0,2000,1352.83,0,1,5,4,3,0,-71700,4,2,4,4,1,1,2,1,64890,7210,7210,50470,9,29,1,3.9971762897038063,-48656.04,12,2015,1,22,2014,11,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
269,2,500,1297.75,4000000,0,3,7,3,0,-41400,4,1,15,3,0,0,1,0,98670,15180,15180,68310,3,34,1,6.335966095164708,-83097.0,15,2015,2,1,2002,12,21,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
473,1,2000,1131.4,0,0,4,13,2,55700,0,6,2,12,4,1,0,0,0,63120,10520,10520,42080,0,23,1,4.649107300689411,-49543.2,26,2015,1,29,1992,10,19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4
364,0,500,1268.35,0,1,5,13,5,0,0,1,4,16,1,1,2,1,0,77330,14060,14060,49210,13,20,1,5.080747953377748,-62109.8,11,2015,1,10,1992,4,28,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3
271,2,500,1340.71,0,0,2,12,2,0,0,4,5,16,1,0,2,2,0,76230,6930,13860,55440,13,28,1,4.738161123583772,-60141.479999999996,28,2015,2,14,2008,3,18,0,1,0,1,0,0,0,1,0,1,0,0,1,0,2
34,2,500,1295.87,0,0,6,8,0,0,0,0,1,4,3,0,1,0,0,50800,5080,5080,40640,1,4,1,3.2667885924771265,-35249.56,28,2015,1,13,1992,3,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
116,1,500,1737.66,0,1,0,13,4,0,-24100,6,4,1,1,0,1,1,0,97080,16180,16180,64720,2,37,1,4.655686382836688,-76228.08,24,2015,1,1,2012,8,30,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
65,1,1000,1164.97,0,0,1,0,5,43000,-42500,6,0,17,1,0,1,2,1,42840,3570,7140,32130,3,32,0,3.06445659544881,-28860.36,21,2015,1,17,2001,9,29,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
295,2,1000,1332.07,0,0,4,3,4,49700,-59100,1,2,20,2,0,2,1,1,86060,13240,13240,59580,13,28,0,5.383851199011063,-70075.16,23,2015,1,28,1992,2,22,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3
456,2,1000,1395.77,0,0,4,10,3,82600,-49500,3,2,13,3,0,1,3,0,66480,5540,11080,49860,10,1,1,3.9691353159904574,-49730.76,13,2015,2,7,2009,6,24,0,0,0,0,1,0,0,1,0,0,0,0,1,0,4
172,0,2000,1219.04,0,1,4,5,3,63600,-68700,2,2,19,3,0,2,0,0,79750,14500,14500,50750,9,29,0,5.451694229338933,-65121.520000000004,26,2015,1,11,2004,9,19,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
116,1,500,1737.66,0,1,0,13,4,0,-24100,6,4,1,1,0,1,1,0,97080,16180,16180,64720,2,37,1,4.655686382836688,-76228.08,24,2015,1,1,2012,8,30,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
112,2,1000,1166.54,0,0,5,9,1,47700,-59300,4,0,3,1,1,2,0,0,107900,10790,21580,75530,4,27,1,7.707979723512839,-93901.52,28,2015,1,21,2002,9,13,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
10,1,2000,765.64,0,1,4,11,1,0,-22200,4,4,3,3,0,0,3,0,31350,2850,5700,22800,6,6,1,3.4121780471239744,-22162.32,24,2015,2,16,2008,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
290,2,1000,1311.3,0,0,0,6,5,38500,0,1,2,23,3,1,0,0,1,52650,5850,5850,40950,5,14,1,3.345916266300618,-36914.4,24,2015,1,10,1991,7,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
114,0,1000,1558.29,0,1,2,4,5,51400,-64000,1,2,1,3,0,1,2,0,77110,14020,14020,49070,11,19,0,4.12364407994233,-58410.520000000004,10,2015,1,9,1992,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
186,2,2000,1218.56,0,0,5,13,0,39300,-60300,5,0,23,3,1,2,2,0,68760,11460,5730,51570,10,3,1,4.7022715336134455,-54137.28,27,2015,3,1,2006,4,21,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2
96,0,1000,1631.1,0,0,2,8,5,0,0,6,0,4,1,0,1,2,0,6030,670,670,4690,9,29,0,0.30807430568328126,13543.199999999997,18,2015,1,23,2009,2,17,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
330,0,2000,1133.27,0,0,2,2,5,0,-56400,1,4,20,2,0,0,2,1,60500,11000,5500,44000,5,14,1,4.448778019948174,-46900.76,26,2015,3,1,2014,5,28,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3
284,1,2000,769.95,0,1,5,9,1,0,-44200,1,2,16,2,0,2,3,0,60940,5540,11080,44320,1,4,1,6.595666385263112,-51700.6,12,2015,1,19,1997,5,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3
123,1,500,1209.63,0,0,5,6,1,64800,-44200,0,0,17,1,1,1,0,1,73260,16280,0,56980,13,20,1,5.0469978423154185,-58744.44,11,2015,1,14,2012,8,5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
66,1,2000,1472.77,0,1,0,0,0,0,-31700,1,6,0,1,0,2,1,0,48290,8780,8780,30730,9,26,0,2.73237957499587,-30616.760000000002,30,2015,2,17,1994,1,26,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
411,0,1000,1595.28,0,0,1,10,2,0,0,5,6,23,3,0,0,0,0,38610,3510,3510,31590,13,28,0,2.0168873175868813,-19466.64,18,2015,1,6,1992,7,30,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4
59,0,2000,782.23,0,1,1,10,2,64200,-32300,2,6,0,3,0,0,2,0,51570,5730,11460,34380,2,37,0,5.493908441251294,-42183.24,15,2015,2,6,2011,9,28,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
375,2,1000,1275.39,0,1,0,11,2,0,0,1,5,16,1,1,2,3,0,37280,0,0,37280,1,5,1,2.435856221757005,-21975.32,29,2015,2,12,2007,2,18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3
128,2,1000,986.53,0,0,2,0,2,62700,0,5,1,11,1,0,0,2,1,101860,18520,18520,64820,6,8,0,8.604232342993456,-90021.64,18,2015,2,16,2007,11,16,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
168,0,1000,1389.59,0,0,5,6,3,0,-42600,1,3,23,3,1,1,3,0,41580,3780,7560,30240,3,25,1,2.4935412603717646,-24904.920000000002,10,2015,2,24,1994,6,13,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2
141,1,1000,1347.04,0,1,2,11,3,0,-82100,4,3,6,1,0,1,2,1,6480,540,1080,4860,6,10,0,0.40087896424753533,9684.48,29,2015,1,22,2007,3,24,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1
266,1,500,1093.83,4000000,1,0,0,2,0,-49600,6,6,18,3,0,1,1,0,53280,4440,8880,39960,11,19,1,4.059131674940348,-40154.04,10,2015,2,21,2003,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
289,0,2000,1209.07,0,1,3,1,4,0,0,0,0,18,1,1,0,1,1,56430,6270,6270,43890,2,0,1,3.8893529737732306,-41921.16,30,2015,2,28,2004,5,31,0,1,0,1,0,0,0,0,0,1,0,0,1,0,3
257,1,2000,1322.1,0,1,2,9,3,0,-29200,3,0,4,1,1,1,3,1,9020,1640,820,6560,12,9,0,0.5685399490709225,6845.199999999999,20,2015,1,28,1990,9,20,1,0,0,1,0,0,0,0,1,1,0,0,0,0,2
389,0,2000,791.47,0,1,5,1,4,0,0,0,5,6,1,0,1,2,0,6300,630,1260,4410,8,7,1,0.6633226780547589,3197.6399999999994,24,2015,1,1,1998,3,21,0,0,1,1,0,0,0,0,1,1,0,0,0,1,3
27,1,2000,1118.76,0,0,1,0,3,0,-55800,1,4,23,1,0,1,3,0,61560,6840,6840,47880,5,16,0,4.585433873216776,-48134.880000000005,17,2015,2,26,2002,6,29,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
64,0,1000,1468.82,0,1,3,5,2,56800,-51800,4,5,9,3,0,2,1,0,60000,5000,10000,45000,6,6,0,3.404093081521221,-42374.16,28,2015,2,13,1991,11,9,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
61,0,2000,1136.83,4000000,0,0,12,3,0,-62400,1,1,14,1,0,0,3,0,98340,8940,17880,71520,6,6,1,7.2086415734982365,-84698.04000000001,21,2015,2,2,1993,6,6,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
325,1,1000,1690.27,0,0,0,10,1,61500,0,5,6,11,1,1,0,3,0,72930,6630,6630,59670,4,30,1,3.595579404473842,-52646.76,19,2015,1,14,2006,2,5,0,1,0,0,1,1,0,0,0,0,0,0,0,1,3
